序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型,經度,緯度
687,大同綜合訊電股份有限公司-大同3C_台北中央北門市,112台北市北投區中央北路一段134號,A001456,陳澤義,(02)28913841,,,連鎖型綠色商店,121.499025123892,25.13524924644
688,大同綜合訊電股份有限公司-大同3C_台北內湖門市,114台北市內湖區內湖路二段259號,A001452,陳澤義,(02)27902584,,,連鎖型綠色商店,121.58999693654,25.082039709707
689,大同綜合訊電股份有限公司-大同3C_台北文林門市,111臺北市士林區文林路488號,A001466,陳澤義,(02)28313499,,,連鎖型綠色商店,121.524387002701,25.096263967034
690,大同綜合訊電股份有限公司-大同3C_台北木新門市,116台北市文山區木新路三段228號,A001474,陳澤義,(02)29394672,,,連鎖型綠色商店,121.559196711313,24.981451465274
691,大同綜合訊電股份有限公司-大同3C_台北民權門市,104台北市中山區民權東路三段65號,A001454,陳澤義,(02)25029959,,,連鎖型綠色商店,121.543356339235,25.062543067645
692,大同綜合訊電股份有限公司-大同3C_台北石牌門市,112臺北市北投區台北市石牌路一段144號,A001472,陳澤義,(02)28234977,,,連鎖型綠色商店,121.512886444811,25.114162431617
693,大同綜合訊電股份有限公司-大同3C_台北忠孝門市,台北市忠孝東路五段974號,A001457,沈柏延,(02)26539716,,,連鎖型綠色商店,121.582292794055,25.044370137641
694,大同綜合訊電股份有限公司-大同3C_台北社子門市,111台北市大同區延平北路五段130、132號,A001464,陳澤義,(02)28122520,,,連鎖型綠色商店,121.510512270737,25.081929655318
695,大同綜合訊電股份有限公司-大同3C_台北南京東門市,105台北市松山區南京東路五段267號,A001461,林蔚山,,,930255170.0,連鎖型綠色商店,121.565468889459,25.051579035377
696,大同綜合訊電股份有限公司-大同3C_台北重慶北門市,103台北市大同區重慶北路二段174-2、3號,A001459,陳澤義,(02)25534806,,,連鎖型綠色商店,121.513422132243,25.059638402918
697,大同綜合訊電股份有限公司-大同3C_台北莊敬門市,110台北市莊敬路386、388號,A001473,陳澤義,(02)27588973,,,連鎖型綠色商店,121.565333102627,25.027427922481
698,大同綜合訊電股份有限公司-大同3C_台北復北二門市,105台北市松山區南京東路三段225號,A001468,林蔚山,,,930255170.0,連鎖型綠色商店,121.544510095019,25.051990302579
699,大同綜合訊電股份有限公司-大同3C_台北復南門市,106台北市大安區復興南路ㄧ段154~162號,A001453,陳澤義,(02)27315405,,,連鎖型綠色商店,121.5433156,25.0302994
700,大同綜合訊電股份有限公司-大同3C_台北萬華門市,108臺北市萬華區康定路215號,A001460,陳澤義,(02)23088048,,,連鎖型綠色商店,121.501424276038,25.035747883392
701,大同綜合訊電股份有限公司-大同3C_民生東門市,105台北市松山區民生東路五段75號,A001469,林蔚山,,,930255170.0,連鎖型綠色商店,121.558602434377,25.058717608945
702,大潤發流通事業股份有限公司內湖分公司,114臺北市內湖區,A000048,陳道虎,(02)87925777,588.0,,連鎖型綠色商店,121.5786291,25.0734541
703,大潤發流通事業股份有限公司南湖分公司,114臺北市內湖區舊宗路一段188號,A000078,白強,(02)27905050,501.0,,連鎖型綠色商店,121.57598851322,25.062652744848
704,中華電信股份有限公司（股）台北營運處士林服務中心,111臺北市基河路10號,A001690,陳中光,(02)23445862,,,連鎖型綠色商店,121.523711924219,25.08097554328
705,中華電信股份有限公司台北營運處士林夜市服務中心,111臺北市士林區文林路158號,A001692,陳中光,(02)23445862,,,連鎖型綠色商店,121.526868297498,25.089066929691
706,中華電信股份有限公司台北營運處大安服務中心,106臺北市信義路四段89之1號,A001702,陳中光,(02)23445862,,,連鎖型綠色商店,121.546609439676,25.033550567475
707,中華電信股份有限公司台北營運處大直服務中心,104臺北市中山區北安路662號1樓,A001724,陳中光,(02)23445862,,,連鎖型綠色商店,121.549390638969,25.083733189424
708,中華電信股份有限公司台北營運處大稻埕服務中心,103臺北市大同區民生西路305號,A001728,胡學海,,,800080123.0,連鎖型綠色商店,121.512725428451,25.057075175018
709,中華電信股份有限公司台北營運處大龍峒服務中心,103臺北市承德路三段249號,A001711,陳中光,(02)23445862,,,連鎖型綠色商店,121.518821502812,25.071312214747
710,中華電信股份有限公司台北營運處五分埔服務中心,110臺北市信義區永吉路525號,A001695,陳中光,(02)23445862,,,連鎖型綠色商店,121.580319023496,25.04553719193
711,中華電信股份有限公司台北營運處內湖成功服務中心,114臺北市內湖區成功路三段135 號,A001684,陳中光,(02)23445862,,,連鎖型綠色商店,121.589885792504,25.079376779068
712,中華電信股份有限公司台北營運處木柵服務中心,116臺北市木柵路三段79號,A001680,陳中光,(02)23445862,,,連鎖型綠色商店,121.567462776586,24.988795982203
713,中華電信股份有限公司台北營運處北投中和服務中心,112臺北市北投區中和街260號,A001687,陳中光,(02)23445862,,,連鎖型綠色商店,121.500829663827,25.140039713653
714,中華電信股份有限公司台北營運處北投服務中心,112臺北市北投區光明路176號,A001688,陳中光,(02)23445862,,,連鎖型綠色商店,121.503160084366,25.13556436409
715,中華電信股份有限公司台北營運處台北101服務中心,110臺北市信義區信義路五段7號35樓C室,A001698,陳中光,(02)23445862,,,連鎖型綠色商店,121.564789620025,25.033416708481
716,中華電信股份有限公司台北營運處台北三創服務中心,100臺北市中正區市民大道三段2號,A001730,陳中光,(02)23445862,,,連鎖型綠色商店,121.531021027607,25.045632997083
717,中華電信股份有限公司台北營運處台北公園服務中心,100臺北市中正區公園路18號,A001716,陳中光,(02)23445862,,,連鎖型綠色商店,121.51707647439,25.045229282717
718,中華電信股份有限公司台北營運處台北公館服務中心,100臺北市中正區羅斯福路四段76號,A001712,陳中光,(02)23445862,,,連鎖型綠色商店,121.534572942897,25.014231412212
719,中華電信股份有限公司台北營運處台北木新服務中心,116臺北市文山區木新路三段200號,A001679,陳中光,(02)23445862,,,連鎖型綠色商店,121.560097346809,24.981665161895
720,中華電信股份有限公司台北營運處台北北區服務中心,104臺北市中山區松江里建國北路2段216號1樓,A001722,陳中光,(02)23445862,,,連鎖型綠色商店,121.536569763691,25.060605464997
721,中華電信股份有限公司台北營運處台北民生服務中心,105臺北市松山區民生東路五段206號,A001707,陳中光,(02)23445862,,,連鎖型綠色商店,121.564760199545,25.058760691927
722,中華電信股份有限公司台北營運處台北光復服務中心,110台北市信義區仁愛路四段420-1號,A001737,胡學海,,,800080123.0,連鎖型綠色商店,121.557795676197,25.037253608479
723,中華電信股份有限公司台北營運處台北忠孝服務中心,106臺北市大安區義村里忠孝東路3段214號1樓,A001726,陳中光,(02)23445862,,,連鎖型綠色商店,121.54000399706,25.041449044385
724,中華電信股份有限公司台北營運處台北東門服務中心,106臺北市大安區愛國東路35-1號,A001706,陳中光,(02)23445862,,,連鎖型綠色商店,121.526304195414,25.031977493796
725,中華電信股份有限公司台北營運處台北東區服務中心,110臺北市信義區松仁路130號,A001717,陳中光,(02)23445862,,,連鎖型綠色商店,121.568002068236,25.033642055948
726,中華電信股份有限公司台北營運處台北東湖服務中心,114臺北市內湖區東湖路33巷1號,A001682,陳中光,(02)23445862,,,連鎖型綠色商店,121.61352267564,25.068975884965
727,中華電信股份有限公司台北營運處台北松江服務中心,104臺北市中山區朱園里松江路67之1號1樓　,A001723,陳中光,(02)23445862,,,連鎖型綠色商店,121.533185151188,25.049235287611
728,中華電信股份有限公司台北營運處台北南區服務中心,100臺北市仁愛路一段42號,A001713,陳中光,(02)23445862,,,連鎖型綠色商店,121.523816027457,25.038153070509
729,中華電信股份有限公司台北營運處台北師大服務中心,106臺北市大安區和平東路1段182之2號,A001705,陳中光,(02)23445862,,,連鎖型綠色商店,121.529751253095,25.026301268966
730,中華電信股份有限公司台北營運處台北通化服務中心,106臺北市大安區通化街177號,A001703,陳中光,(02)23445862,,,連鎖型綠色商店,121.553581590556,25.027452104272
731,中華電信股份有限公司台北營運處台北博愛服務中心,100臺北市博愛路168號,A001715,陳中光,(02)23445862,,,連鎖型綠色商店,121.511046197969,25.039522924945
732,中華電信股份有限公司台北營運處台北敦北服務中心,105臺北市松山區精忠里民生東路4段69號1樓,A001718,陳中光,(02)23445862,,,連鎖型綠色商店,121.551130889706,25.058032639817
733,中華電信股份有限公司台北營運處石牌服務中心,112臺北市北投區石牌路一段73號,A001686,陳中光,(02)23445862,,,連鎖型綠色商店,121.511307042796,25.113688351174
734,中華電信股份有限公司台北營運處立法院服務中心,100臺北市濟南路一段1號2樓,A001714,陳中光,(02)23445862,,,連鎖型綠色商店,121.520048194341,25.043186780551
735,中華電信股份有限公司台北營運處西門町服務中心,108臺北市萬華區昆明街126號,A001701,陳中光,(02)23445862,,,連鎖型綠色商店,121.50484182942,25.043385264018
736,中華電信股份有限公司台北營運處松山機場服務中心,105臺北市松山區敦化北路340之9號,A001709,陳中光,(02)23445862,,,連鎖型綠色商店,121.551904623188,25.063648850221
737,中華電信股份有限公司台北營運處社子服務中心,111臺北市士林區延平北路五段211號,A001689,陳中光,(02)23445862,,,連鎖型綠色商店,121.50988178398,25.083833311258
738,中華電信股份有限公司台北營運處芝山服務中心,111臺北市士林區福國路95號2F,A001693,陳中光,(02)23445862,,,連鎖型綠色商店,121.522141155564,25.10140123549
739,中華電信股份有限公司台北營運處長春服務中心,104臺北市中山區中山里長春路27號,A001725,陳中光,(02)23445862,,,連鎖型綠色商店,121.525170794467,25.055081162162
740,中華電信股份有限公司台北營運處南京東服務中心,105臺北市松山區南京東路五段135號,A001708,陳中光,(02)23445862,,,連鎖型綠色商店,121.561444821563,25.051690682327
741,中華電信股份有限公司台北營運處南港服務中心,115臺北市南港路一段356號,A001681,陳中光,(02)23445862,,,連鎖型綠色商店,121.607155530531,25.054576781138
742,中華電信股份有限公司台北營運處南機場服務中心,108臺北市西藏路125巷20號,A001699,陳中光,(02)23445862,,,連鎖型綠色商店,121.50291390787,25.027668986017
743,中華電信股份有限公司台北營運處康寧服務中心,114臺北市內湖區康寧路三段75巷22號,A001683,陳中光,(02)23445862,,,連鎖型綠色商店,121.609258633856,25.07252645915
744,中華電信股份有限公司台北營運處頂好服務中心,106臺北市大安區光武里敦化南路1段158號1樓,A001727,陳中光,(02)23445862,,,連鎖型綠色商店,121.548512550792,25.043631230967
745,中華電信股份有限公司台北營運處敦南服務中心,106臺北市敦化南路二段162號,A001704,陳中光,(02)23445862,,,連鎖型綠色商店,121.548347846395,25.0248136907
746,中華電信股份有限公司台北營運處景文服務中心,116臺北市文山區景文街60號,A001678,陳中光,(02)23445862,,,連鎖型綠色商店,121.541130608665,24.990913837678
747,中華電信股份有限公司台北營運處景美服務中心,116臺北市羅斯福路六段159巷19號,A001677,陳中光,(02)23445862,,,連鎖型綠色商店,121.542296782854,24.99727557646
748,中華電信股份有限公司台北營運處陽明山服務中心,112臺北市北投區紗帽路139號,A001685,陳中光,(02)23445862,,,連鎖型綠色商店,121.546258070295,25.151156212739
749,中華電信股份有限公司台北營運處德行東服務中心,111臺北市士林區德行東路177號,A001694,陳中光,(02)23445862,,,連鎖型綠色商店,121.53101650138,25.108785817916
750,中華電信股份有限公司高雄營運處橋頭服務中心,103臺北市大同區延平北路三段68號,A001710,陳中光,(02)23445862,,,連鎖型綠色商店,121.510945363674,25.065523379047
751,中華電信股份有限司公司台北營運處內湖服務中心,114臺北市內湖區港墘里內湖路1段596號,A001721,陳中光,(02)23445862,,,連鎖型綠色商店,121.577867987369,25.07882168753
752,內德傢俱生活館,114台北市內湖區成功路三段152號1樓,A000099,葉靜慧,(02)87928698,,,連鎖型綠色商店,121.589943040903,25.080019293856
753,北都汽車股份有限公司-大安營業所,106台北市大安區和平東路2段128號,A001501,許志寬,(02)27367256,,,連鎖型綠色商店,121.543687759686,25.024702840031
754,北都汽車股份有限公司-內湖營業所,114台北市內湖區內湖路1段91巷34號,A001499,周欽賢,(02)27997840,,,連鎖型綠色商店,121.562487865594,25.085649041033
755,北都汽車股份有限公司-文山營業所,116台北市文山區羅斯福路6段88號1樓,A001500,周欽賢,(02)29339060,,,連鎖型綠色商店,121.540220166342,24.998344562481
756,北都汽車股份有限公司-南港營業所,115台北市南港區南港路2段312號2樓,A001502,周欽賢,(02)27837366,,,連鎖型綠色商店,121.594267013294,25.054895922102
757,北都汽車股份有限公司-敦化營業所,105台北市松山區八德路3段2號1樓,A001503,許志寬,(02)25796285,,,連鎖型綠色商店,121.549294582358,25.047860110667
758,北都汽車股份有限公司-雙園營業所,108台北市萬華區西園路2段159號161號　,A001504,許志寬,(02)23023132,,,連鎖型綠色商店,121.495934632372,25.028981592054
759,台象股份有限公司-象印SOGO天母據點,111臺北市士林區中山北路六段77號6樓,A001582,小田 正司,(02)25069009,217.0,,連鎖型綠色商店,121.52427803796,25.105007004507
760,台象股份有限公司-象印SOGO忠孝據點,106臺北市大安區忠孝東路四段45號?8F,A001570,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.544882767622,25.041902421527
761,台象股份有限公司-象印SOGO復興據點,106臺北市大安區忠孝東路三段300號8F,A001571,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.543057105291,25.041211752706
762,台象股份有限公司-象印大葉高島屋據點,111臺北市士林區忠誠路二段55號12F,A001564,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.531438194928,25.11181105632
763,台象股份有限公司-象印天母服務中心,111臺北市士林區克強路30號1樓,A001561,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.523278915101,25.109095613057
764,台象股份有限公司-象印長安服務中心,104臺北市中山區長安東路二段80號1樓,A001562,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.534106825261,25.048334652115
765,台象股份有限公司-象印南港服務中心,115臺北市南港區重陽路528號1樓,A001581,小田 正司,(02)25069009,217.0,,連鎖型綠色商店,121.612667805335,25.061322578723
766,台象股份有限公司-象印美麗華據點,104臺北市中山區敬業三路20號3F,A001568,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.556711979935,25.08292588642
767,台象股份有限公司-象印統一時代台北據點,110臺北市信義區忠孝東路5段8號6F,A001563,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.565417005478,25.040864616186
768,台象股份有限公司-象印新光信義A8據點,108臺北市萬華區松高路12號7F,A001567,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.4997012,25.035103
769,台象股份有限公司-象印新光南西據點,104臺北市中山區臺北市中山區南京西路12號7F,A001565,小田正司,(02)25069009,217.0,,連鎖型綠色商店,121.521244878658,25.052327204054
